step,event,fund,return_percent,label,amount_usdt,pool_available,treasury_surplus,protected_withdrawable,notes
82,subscription,Balanced Growth,15,Investment55,25,598.75,10.60,588.15,+5.42 surplus on subscribe (triad surplus 16.25÷3)
83,subscription,Balanced Growth,15,Investment56,25,623.75,16.02,607.73,+5.42 surplus on subscribe (triad surplus 16.25÷3)
84,subscription,Balanced Growth,15,Investment57,25,648.75,21.44,627.31,+5.42 surplus on subscribe (triad surplus 16.25÷3)
85,payout,Balanced Growth,15,Payment to Investment28,28.75,620.00,21.44,598.56,Triad payout 28.75 USDT (15% return); head 28 unlocked by 56 and 57; no surplus on payout
86,subscription,Balanced Growth,15,Investment58,25,645.00,26.86,618.14,+5.42 surplus on subscribe (triad surplus 16.25÷3)
87,subscription,Balanced Growth,15,Investment59,25,670.00,32.28,637.72,+5.42 surplus on subscribe (triad surplus 16.25÷3)
88,surplus_payout,Balanced Growth,15,Payment to Investment29 (surplus),28.75,641.25,3.53,637.72,Surplus ≥ 28.75; pool −28.75 and surplus −28.75
89,subscription,Balanced Growth,15,Investment60,25,666.25,8.95,657.30,+5.42 surplus on subscribe (triad surplus 16.25÷3)
90,subscription,Balanced Growth,15,Investment61,25,691.25,14.37,676.88,+5.42 surplus on subscribe (triad surplus 16.25÷3)
91,payout,Balanced Growth,15,Payment to Investment30,28.75,662.50,14.37,648.13,Triad payout 28.75 USDT (15% return); head 30 unlocked by 60 and 61; no surplus on payout
92,subscription,Balanced Growth,15,Investment62,25,687.50,19.79,667.71,+5.42 surplus on subscribe (triad surplus 16.25÷3)
93,subscription,Balanced Growth,15,Investment63,25,712.50,25.21,687.29,+5.42 surplus on subscribe (triad surplus 16.25÷3)
94,payout,Balanced Growth,15,Payment to Investment31,28.75,683.75,25.21,658.54,Triad payout 28.75 USDT (15% return); head 31 unlocked by 62 and 63; no surplus on payout
95,subscription,Balanced Growth,15,Investment64,25,708.75,30.63,678.12,+5.42 surplus on subscribe (triad surplus 16.25÷3)
96,surplus_payout,Balanced Growth,15,Payment to Investment32 (surplus),28.75,680.00,1.88,678.12,Surplus ≥ 28.75; pool −28.75 and surplus −28.75
97,subscription,Balanced Growth,15,Investment65,25,705.00,7.30,697.70,+5.42 surplus on subscribe (triad surplus 16.25÷3)
98,subscription,Balanced Growth,15,Investment66,25,730.00,12.72,717.28,+5.42 surplus on subscribe (triad surplus 16.25÷3)
99,subscription,Balanced Growth,15,Investment67,25,755.00,18.14,736.86,+5.42 surplus on subscribe (triad surplus 16.25÷3)
100,payout,Balanced Growth,15,Payment to Investment33,28.75,726.25,18.14,708.11,Triad payout 28.75 USDT (15% return); head 33 unlocked by 66 and 67; no surplus on payout
101,subscription,Balanced Growth,15,Investment68,25,751.25,23.56,727.69,+5.42 surplus on subscribe (triad surplus 16.25÷3)
102,subscription,Balanced Growth,15,Investment69,25,776.25,28.98,747.27,+5.42 surplus on subscribe (triad surplus 16.25÷3)
103,surplus_payout,Balanced Growth,15,Payment to Investment34 (surplus),28.75,747.50,0.23,747.27,Surplus ≥ 28.75; pool −28.75 and surplus −28.75
104,subscription,Balanced Growth,15,Investment70,25,772.50,5.65,766.85,+5.42 surplus on subscribe (triad surplus 16.25÷3)
105,subscription,Balanced Growth,15,Investment71,25,797.50,11.07,786.43,+5.42 surplus on subscribe (triad surplus 16.25÷3)
106,payout,Balanced Growth,15,Payment to Investment35,28.75,768.75,11.07,757.68,Triad payout 28.75 USDT (15% return); head 35 unlocked by 70 and 71; no surplus on payout
107,subscription,Balanced Growth,15,Investment72,25,793.75,16.49,777.26,+5.42 surplus on subscribe (triad surplus 16.25÷3)
108,subscription,Balanced Growth,15,Investment73,25,818.75,21.91,796.84,+5.42 surplus on subscribe (triad surplus 16.25÷3)
109,payout,Balanced Growth,15,Payment to Investment36,28.75,790.00,21.91,768.09,Triad payout 28.75 USDT (15% return); head 36 unlocked by 72 and 73; no surplus on payout
110,subscription,Balanced Growth,15,Investment74,25,815.00,27.33,787.67,+5.42 surplus on subscribe (triad surplus 16.25÷3)
111,subscription,Balanced Growth,15,Investment75,25,840.00,32.75,807.25,+5.42 surplus on subscribe (triad surplus 16.25÷3)
112,surplus_payout,Balanced Growth,15,Payment to Investment37 (surplus),28.75,811.25,4.00,807.25,Surplus ≥ 28.75; pool −28.75 and surplus −28.75
113,subscription,Balanced Growth,15,Investment76,25,836.25,9.42,826.83,+5.42 surplus on subscribe (triad surplus 16.25÷3)
114,subscription,Balanced Growth,15,Investment77,25,861.25,14.84,846.41,+5.42 surplus on subscribe (triad surplus 16.25÷3)
115,payout,Balanced Growth,15,Payment to Investment38,28.75,832.50,14.84,817.66,Triad payout 28.75 USDT (15% return); head 38 unlocked by 76 and 77; no surplus on payout
116,subscription,Balanced Growth,15,Investment78,25,857.50,20.26,837.24,+5.42 surplus on subscribe (triad surplus 16.25÷3)
117,subscription,Balanced Growth,15,Investment79,25,882.50,25.68,856.82,+5.42 surplus on subscribe (triad surplus 16.25÷3)
118,payout,Balanced Growth,15,Payment to Investment39,28.75,853.75,25.68,828.07,Triad payout 28.75 USDT (15% return); head 39 unlocked by 78 and 79; no surplus on payout
119,subscription,Balanced Growth,15,Investment80,25,878.75,31.10,847.65,+5.42 surplus on subscribe (triad surplus 16.25÷3)
120,surplus_payout,Balanced Growth,15,Payment to Investment40 (surplus),28.75,850.00,2.35,847.65,Surplus ≥ 28.75; pool −28.75 and surplus −28.75
121,subscription,Balanced Growth,15,Investment81,25,875.00,7.77,867.23,+5.42 surplus on subscribe (triad surplus 16.25÷3)
122,subscription,Balanced Growth,15,Investment82,25,900.00,13.19,886.81,+5.42 surplus on subscribe (triad surplus 16.25÷3)
123,subscription,Balanced Growth,15,Investment83,25,925.00,18.61,906.39,+5.42 surplus on subscribe (triad surplus 16.25÷3)
124,payout,Balanced Growth,15,Payment to Investment41,28.75,896.25,18.61,877.64,Triad payout 28.75 USDT (15% return); head 41 unlocked by 82 and 83; no surplus on payout
125,subscription,Balanced Growth,15,Investment84,25,921.25,24.03,897.22,+5.42 surplus on subscribe (triad surplus 16.25÷3)
126,subscription,Balanced Growth,15,Investment85,25,946.25,29.45,916.80,+5.42 surplus on subscribe (triad surplus 16.25÷3)
127,surplus_payout,Balanced Growth,15,Payment to Investment42 (surplus),28.75,917.50,0.70,916.80,Surplus ≥ 28.75; pool −28.75 and surplus −28.75
128,subscription,Balanced Growth,15,Investment86,25,942.50,6.12,936.38,+5.42 surplus on subscribe (triad surplus 16.25÷3)
129,subscription,Balanced Growth,15,Investment87,25,967.50,11.54,955.96,+5.42 surplus on subscribe (triad surplus 16.25÷3)
130,payout,Balanced Growth,15,Payment to Investment43,28.75,938.75,11.54,927.21,Triad payout 28.75 USDT (15% return); head 43 unlocked by 86 and 87; no surplus on payout
131,subscription,Balanced Growth,15,Investment88,25,963.75,16.96,946.79,+5.42 surplus on subscribe (triad surplus 16.25÷3)
132,subscription,Balanced Growth,15,Investment89,25,988.75,22.38,966.37,+5.42 surplus on subscribe (triad surplus 16.25÷3)
133,payout,Balanced Growth,15,Payment to Investment44,28.75,960.00,22.38,937.62,Triad payout 28.75 USDT (15% return); head 44 unlocked by 88 and 89; no surplus on payout
134,subscription,Balanced Growth,15,Investment90,25,985.00,27.80,957.20,+5.42 surplus on subscribe (triad surplus 16.25÷3)
135,subscription,Balanced Growth,15,Investment91,25,1010.00,33.22,976.78,+5.42 surplus on subscribe (triad surplus 16.25÷3)
136,surplus_payout,Balanced Growth,15,Payment to Investment45 (surplus),28.75,981.25,4.47,976.78,Surplus ≥ 28.75; pool −28.75 and surplus −28.75
137,subscription,Balanced Growth,15,Investment92,25,1006.25,9.89,996.36,+5.42 surplus on subscribe (triad surplus 16.25÷3)
138,subscription,Balanced Growth,15,Investment93,25,1031.25,15.31,1015.94,+5.42 surplus on subscribe (triad surplus 16.25÷3)
139,payout,Balanced Growth,15,Payment to Investment46,28.75,1002.50,15.31,987.19,Triad payout 28.75 USDT (15% return); head 46 unlocked by 92 and 93; no surplus on payout
140,subscription,Balanced Growth,15,Investment94,25,1027.50,20.73,1006.77,+5.42 surplus on subscribe (triad surplus 16.25÷3)
141,subscription,Balanced Growth,15,Investment95,25,1052.50,26.15,1026.35,+5.42 surplus on subscribe (triad surplus 16.25÷3)
142,payout,Balanced Growth,15,Payment to Investment47,28.75,1023.75,26.15,997.60,Triad payout 28.75 USDT (15% return); head 47 unlocked by 94 and 95; no surplus on payout
143,subscription,Balanced Growth,15,Investment96,25,1048.75,31.57,1017.18,+5.42 surplus on subscribe (triad surplus 16.25÷3)
144,surplus_payout,Balanced Growth,15,Payment to Investment48 (surplus),28.75,1020.00,2.82,1017.18,Surplus ≥ 28.75; pool −28.75 and surplus −28.75
145,subscription,Balanced Growth,15,Investment97,25,1045.00,8.24,1036.76,+5.42 surplus on subscribe (triad surplus 16.25÷3)
146,subscription,Balanced Growth,15,Investment98,25,1070.00,13.66,1056.34,+5.42 surplus on subscribe (triad surplus 16.25÷3)
147,subscription,Balanced Growth,15,Investment99,25,1095.00,19.08,1075.92,+5.42 surplus on subscribe (triad surplus 16.25÷3)
148,payout,Balanced Growth,15,Payment to Investment49,28.75,1066.25,19.08,1047.17,Triad payout 28.75 USDT (15% return); head 49 unlocked by 98 and 99; no surplus on payout
149,subscription,Balanced Growth,15,Investment100,25,1091.25,24.50,1066.75,+5.42 surplus on subscribe (triad surplus 16.25÷3); Investment50 needs 100 and 101 for triad unlock
